recv_ts_utc,exch_ts_ms,inst_id,side,pos_side,sz,bk_px,raw_json
2026-08-30T20:31:54.250158Z,1788121913236,SOL-USDT-SWAP,sell,long,5.63,104.93,"{""bkLoss"":""0"",""bkPx"":""104.93"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""5.63"",""ts"":""1788121913236""}"
2026-08-30T20:31:55.753464Z,1788121914422,PEPE-USDT-SWAP,sell,long,1.2,0.000003673,"{""bkLoss"":""0"",""bkPx"":""0.000003673"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""1.2"",""ts"":""1788121914422""}"
2026-08-30T20:32:02.434931Z,1788121921418,UNI-USDT-SWAP,sell,long,22,5.285,"{""bkLoss"":""0"",""bkPx"":""5.285"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""22"",""ts"":""1788121921418""}"
2026-08-30T20:32:02.675984Z,1788121919067,HYPE-USDT-SWAP,sell,long,37,81.992,"{""bkLoss"":""0"",""bkPx"":""81.992"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""37"",""ts"":""1788121919067""}"
2026-08-30T20:32:13.316395Z,1788121931801,RE-USDT-SWAP,sell,long,1983,0.48115,"{""bkLoss"":""0"",""bkPx"":""0.48115"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""1983"",""ts"":""1788121931801""}"
2026-08-30T20:32:14.008843Z,1788121932638,UNI-USDT-SWAP,sell,long,3923,5.278,"{""bkLoss"":""0"",""bkPx"":""5.278"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""3923"",""ts"":""1788121932638""}"
2026-08-30T20:32:14.131405Z,1788121932482,RE-USDT-SWAP,sell,long,26,0.48098,"{""bkLoss"":""0"",""bkPx"":""0.48098"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""26"",""ts"":""1788121932482""}"
2026-08-30T20:32:24.144861Z,1788121943008,UNI-USDT-SWAP,sell,long,1347,5.273,"{""bkLoss"":""0"",""bkPx"":""5.273"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""1347"",""ts"":""1788121943008""}"
2026-08-30T20:32:40.984358Z,1788121959820,DASH-USDT-SWAP,sell,long,5989,43.18,"{""bkLoss"":""0"",""bkPx"":""43.18"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""5989"",""ts"":""1788121959820""}"
2026-08-30T20:32:43.937278Z,1788121962961,SPX-USDT-SWAP,sell,long,1,0.561,"{""bkLoss"":""0"",""bkPx"":""0.561"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""1"",""ts"":""1788121962961""}"
2026-08-30T20:32:44.486813Z,1788121963414,SPX-USDT-SWAP,sell,long,1,0.5609,"{""bkLoss"":""0"",""bkPx"":""0.5609"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""1"",""ts"":""1788121963414""}"
2026-08-30T20:32:51.422080Z,1788121970260,BICO-USDT-SWAP,sell,long,26154,0.02194,"{""bkLoss"":""0"",""bkPx"":""0.02194"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""26154"",""ts"":""1788121970260""}"
2026-08-30T20:32:52.619707Z,1788121971584,SNDK-USDT-SWAP,sell,long,1.19,1492.44,"{""bkLoss"":""0"",""bkPx"":""1492.44"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""1.19"",""ts"":""1788121971584""}"
2026-08-30T20:33:57.116468Z,1788122036002,AUCTION-USDT-SWAP,sell,long,194,3.951,"{""bkLoss"":""0"",""bkPx"":""3.951"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""194"",""ts"":""1788122036002""}"
2026-08-30T20:33:57.635581Z,1788122035942,AUCTION-USDT-SWAP,sell,long,20,3.951,"{""bkLoss"":""0"",""bkPx"":""3.951"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""20"",""ts"":""1788122035942""}"
2026-08-30T20:33:58.704609Z,1788122037467,SKHYNIX-USDT-SWAP,sell,long,0.663,1226.37,"{""bkLoss"":""0"",""bkPx"":""1226.37"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""0.663"",""ts"":""1788122037467""}"
2026-08-30T20:34:07.720493Z,1788122046244,AUCTION-USDT-SWAP,sell,long,5,3.933,"{""bkLoss"":""0"",""bkPx"":""3.933"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""5"",""ts"":""1788122046244""}"
2026-08-30T20:34:08.568496Z,1788122047491,AUCTION-USDT-SWAP,sell,long,164,3.927,"{""bkLoss"":""0"",""bkPx"":""3.927"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""164"",""ts"":""1788122047491""}"
2026-08-30T20:34:16.508773Z,1788122055497,LIT-USDT-SWAP,sell,long,82,3.8109,"{""bkLoss"":""0"",""bkPx"":""3.8109"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""82"",""ts"":""1788122055497""}"
2026-08-30T20:34:22.290163Z,1788122061284,TRUMP-USDT-SWAP,sell,long,701,2.514,"{""bkLoss"":""0"",""bkPx"":""2.514"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""701"",""ts"":""1788122061284""}"
2026-08-30T20:34:36.526466Z,1788122075310,SNDK-USDT-SWAP,sell,long,0.004,1491.31,"{""bkLoss"":""0"",""bkPx"":""1491.31"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""0.004"",""ts"":""1788122075310""}"
2026-08-30T20:35:01.644283Z,1788122100549,HYPE-USDT-SWAP,sell,long,59,81.943,"{""bkLoss"":""0"",""bkPx"":""81.943"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""59"",""ts"":""1788122100549""}"
2026-08-30T20:37:21.942556Z,1788122240817,BZ-USDT-SWAP,buy,short,5,89.5,"{""bkLoss"":""0"",""bkPx"":""89.5"",""ccy"":"""",""posSide"":""short"",""side"":""buy"",""sz"":""5"",""ts"":""1788122240817""}"
2026-08-30T20:37:51.608503Z,1788122270776,CL-USDT-SWAP,buy,short,1912,84.55,"{""bkLoss"":""0"",""bkPx"":""84.55"",""ccy"":"""",""posSide"":""short"",""side"":""buy"",""sz"":""1912"",""ts"":""1788122270776""}"
2026-08-30T20:37:52.242422Z,1788122271237,CL-USDT-SWAP,buy,short,1,84.61,"{""bkLoss"":""0"",""bkPx"":""84.61"",""ccy"":"""",""posSide"":""short"",""side"":""buy"",""sz"":""1"",""ts"":""1788122271237""}"
2026-08-30T20:37:53.105366Z,1788122271603,BZ-USDT-SWAP,buy,short,8000,89.67,"{""bkLoss"":""0"",""bkPx"":""89.67"",""ccy"":"""",""posSide"":""short"",""side"":""buy"",""sz"":""8000"",""ts"":""1788122271603""}"
2026-08-30T20:37:56.288725Z,1788122275235,BZ-USDT-SWAP,buy,short,1,89.73,"{""bkLoss"":""0"",""bkPx"":""89.73"",""ccy"":"""",""posSide"":""short"",""side"":""buy"",""sz"":""1"",""ts"":""1788122275235""}"
2026-08-30T20:38:00.512726Z,1788122279325,SNDK-USDT-SWAP,sell,long,23.59,1492,"{""bkLoss"":""0"",""bkPx"":""1492"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""23.59"",""ts"":""1788122279325""}"
2026-08-30T20:38:00.516018Z,1788122279325,BZ-USDT-SWAP,buy,short,65000,89.82,"{""bkLoss"":""0"",""bkPx"":""89.82"",""ccy"":"""",""posSide"":""short"",""side"":""buy"",""sz"":""65000"",""ts"":""1788122279325""}"
2026-08-30T20:38:02.390638Z,1788122280998,BZ-USDT-SWAP,buy,short,3236,89.91,"{""bkLoss"":""0"",""bkPx"":""89.91"",""ccy"":"""",""posSide"":""short"",""side"":""buy"",""sz"":""3236"",""ts"":""1788122280998""}"
2026-08-30T20:38:02.593680Z,1788122281458,BZ-USDT-SWAP,buy,short,36,89.92,"{""bkLoss"":""0"",""bkPx"":""89.92"",""ccy"":"""",""posSide"":""short"",""side"":""buy"",""sz"":""36"",""ts"":""1788122281458""}"
2026-08-30T20:38:32.381697Z,1788122310959,BICO-USDT-SWAP,sell,long,62047,0.02191,"{""bkLoss"":""0"",""bkPx"":""0.02191"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""62047"",""ts"":""1788122310959""}"
2026-08-30T20:38:33.467613Z,1788122279325,TSLL-USDT-SWAP,sell,long,981,9.12,"{""bkLoss"":""0"",""bkPx"":""9.12"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""981"",""ts"":""1788122279325""}"
2026-08-30T20:38:43.509755Z,1788122322632,ANIME-USDT-SWAP,buy,short,2,0.002846,"{""bkLoss"":""0"",""bkPx"":""0.002846"",""ccy"":"""",""posSide"":""short"",""side"":""buy"",""sz"":""2"",""ts"":""1788122322632""}"
2026-08-30T20:38:57.750739Z,1788122336987,CL-USDT-SWAP,buy,short,238,84.82,"{""bkLoss"":""0"",""bkPx"":""84.82"",""ccy"":"""",""posSide"":""short"",""side"":""buy"",""sz"":""238"",""ts"":""1788122336987""}"
2026-08-30T20:38:58.929595Z,1788122338130,CL-USDT-SWAP,buy,short,476,84.83,"{""bkLoss"":""0"",""bkPx"":""84.83"",""ccy"":"""",""posSide"":""short"",""side"":""buy"",""sz"":""476"",""ts"":""1788122338130""}"
2026-08-30T20:39:08.654765Z,1788122347402,MOODENG-USDT-SWAP,sell,long,4013,0.04045,"{""bkLoss"":""0"",""bkPx"":""0.04045"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""4013"",""ts"":""1788122347402""}"
2026-08-30T20:39:09.386466Z,1788122348345,BICO-USDT-SWAP,sell,long,2296,0.02188,"{""bkLoss"":""0"",""bkPx"":""0.02188"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""2296"",""ts"":""1788122348345""}"
2026-08-30T20:39:09.737883Z,1788122348541,AUCTION-USDT-SWAP,sell,long,218,3.923,"{""bkLoss"":""0"",""bkPx"":""3.923"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""218"",""ts"":""1788122348541""}"
2026-08-30T20:39:24.069222Z,1788122362950,HYPE-USDT-SWAP,sell,long,10,81.901,"{""bkLoss"":""0"",""bkPx"":""81.901"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""10"",""ts"":""1788122362950""}"
2026-08-30T20:39:24.175553Z,1788122363020,HYPE-USDT-SWAP,sell,long,26,81.901,"{""bkLoss"":""0"",""bkPx"":""81.901"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""26"",""ts"":""1788122363020""}"
2026-08-30T20:39:26.996394Z,1788122366313,ZEC-USDT-SWAP,sell,long,8,858.96,"{""bkLoss"":""0"",""bkPx"":""858.96"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""8"",""ts"":""1788122366313""}"
2026-08-30T20:39:28.074820Z,1788122366562,HYPE-USDT-SWAP,sell,long,98,81.815,"{""bkLoss"":""0"",""bkPx"":""81.815"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""98"",""ts"":""1788122366562""}"
2026-08-30T20:39:28.158984Z,1788122367063,HYPE-USDT-SWAP,sell,long,24,81.808,"{""bkLoss"":""0"",""bkPx"":""81.808"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""24"",""ts"":""1788122367063""}"
2026-08-30T20:39:28.621493Z,1788122367277,BEAT-USDT-SWAP,sell,long,15.6,0.1322,"{""bkLoss"":""0"",""bkPx"":""0.1322"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""15.6"",""ts"":""1788122367277""}"
2026-08-30T20:39:32.627940Z,1788122371261,ZEC-USDT-SWAP,sell,long,249,858.37,"{""bkLoss"":""0"",""bkPx"":""858.37"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""249"",""ts"":""1788122371261""}"
2026-08-30T20:39:36.246919Z,1788122374791,ZEC-USDT-SWAP,sell,long,91,858.23,"{""bkLoss"":""0"",""bkPx"":""858.23"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""91"",""ts"":""1788122374791""}"
2026-08-30T20:39:36.523399Z,1788122375261,ZEC-USDT-SWAP,sell,long,20,857.68,"{""bkLoss"":""0"",""bkPx"":""857.68"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""20"",""ts"":""1788122375261""}"
2026-08-30T20:39:36.679598Z,1788122375424,ASTER-USDT-SWAP,sell,long,6406,0.6993,"{""bkLoss"":""0"",""bkPx"":""0.6993"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""6406"",""ts"":""1788122375424""}"
2026-08-30T20:39:36.686589Z,1788122375424,ADA-USDT-SWAP,sell,long,475.4,0.2016,"{""bkLoss"":""0"",""bkPx"":""0.2016"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""475.4"",""ts"":""1788122375424""}"
2026-08-30T20:39:36.772194Z,1788122375818,TRUMP-USDT-SWAP,sell,long,145,2.512,"{""bkLoss"":""0"",""bkPx"":""2.512"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""145"",""ts"":""1788122375818""}"
2026-08-30T20:39:37.415152Z,1788122376536,MAGIC-USDT-SWAP,sell,long,40667,0.04737,"{""bkLoss"":""0"",""bkPx"":""0.04737"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""40667"",""ts"":""1788122376536""}"
2026-08-30T20:39:39.950753Z,1788122378928,SPACE-USDT-SWAP,sell,long,112,0.004879,"{""bkLoss"":""0"",""bkPx"":""0.004879"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""112"",""ts"":""1788122378928""}"
2026-08-30T20:39:40.259970Z,1788122378953,PEOPLE-USDT-SWAP,sell,long,5040,0.007933,"{""bkLoss"":""0"",""bkPx"":""0.007933"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""5040"",""ts"":""1788122378953""}"
2026-08-30T20:39:42.213985Z,1788122380873,XPL-USDT-SWAP,sell,long,1,0.08755,"{""bkLoss"":""0"",""bkPx"":""0.08755"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""1"",""ts"":""1788122380873""}"
2026-08-30T20:39:42.393814Z,1788122380868,PEOPLE-USDT-SWAP,sell,long,630,0.007928,"{""bkLoss"":""0"",""bkPx"":""0.007928"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""630"",""ts"":""1788122380868""}"
2026-08-30T20:39:49.611990Z,1788122388646,LAB-USDT-SWAP,sell,long,5800,0.08021,"{""bkLoss"":""0"",""bkPx"":""0.08021"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""5800"",""ts"":""1788122388646""}"
2026-08-30T20:39:50.859507Z,1788122389550,LAB-USDT-SWAP,sell,long,191,0.08006,"{""bkLoss"":""0"",""bkPx"":""0.08006"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""191"",""ts"":""1788122389550""}"
2026-08-30T20:39:51.269621Z,1788122390372,LAB-USDT-SWAP,sell,long,1260.7,0.07984,"{""bkLoss"":""0"",""bkPx"":""0.07984"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""1260.7"",""ts"":""1788122390372""}"
2026-08-30T20:39:51.534058Z,1788122390626,BTC-USDT-SWAP,sell,long,0.62,78677.8,"{""bkLoss"":""0"",""bkPx"":""78677.8"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""0.62"",""ts"":""1788122390626""}"
2026-08-30T20:39:52.471968Z,1788122390628,MAGIC-USDT-SWAP,sell,long,240,0.04733,"{""bkLoss"":""0"",""bkPx"":""0.04733"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""240"",""ts"":""1788122390628""}"
2026-08-30T20:39:52.588196Z,1788122391052,BTC-USDT-SWAP,sell,long,0.07,78672.8,"{""bkLoss"":""0"",""bkPx"":""78672.8"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""0.07"",""ts"":""1788122391052""}"
2026-08-30T20:39:52.785151Z,1788122391469,PEPE-USDT-SWAP,sell,long,3,0.00000367,"{""bkLoss"":""0"",""bkPx"":""0.00000367"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""3"",""ts"":""1788122391469""}"
2026-08-30T20:39:52.790969Z,1788122391504,LAB-USDT-SWAP,sell,long,4168.9,0.07982,"{""bkLoss"":""0"",""bkPx"":""0.07982"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""4168.9"",""ts"":""1788122391504""}"
2026-08-30T20:39:52.883478Z,1788122392043,TRUMP-USDT-SWAP,sell,long,110,2.511,"{""bkLoss"":""0"",""bkPx"":""2.511"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""110"",""ts"":""1788122392043""}"
2026-08-30T20:39:53.112262Z,1788122391849,DOS-USDT-SWAP,sell,long,5,0.3131,"{""bkLoss"":""0"",""bkPx"":""0.3131"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""5"",""ts"":""1788122391849""}"
2026-08-30T20:39:53.119699Z,1788122391849,UNI-USDT-SWAP,sell,long,2,5.284,"{""bkLoss"":""0"",""bkPx"":""5.284"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""2"",""ts"":""1788122391849""}"
2026-08-30T20:39:53.134010Z,1788122391849,AUCTION-USDT-SWAP,sell,long,7,3.928,"{""bkLoss"":""0"",""bkPx"":""3.928"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""7"",""ts"":""1788122391849""}"
2026-08-30T20:39:53.527197Z,1788122392709,LAB-USDT-SWAP,sell,long,80.3,0.07974,"{""bkLoss"":""0"",""bkPx"":""0.07974"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""80.3"",""ts"":""1788122392709""}"
2026-08-30T20:39:53.851697Z,1788122392497,SPX-USDT-SWAP,sell,long,224,0.5582,"{""bkLoss"":""0"",""bkPx"":""0.5582"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""224"",""ts"":""1788122392497""}"
2026-08-30T20:39:53.905963Z,1788122392377,PEPE-USDT-SWAP,sell,long,10.7,0.000003667,"{""bkLoss"":""0"",""bkPx"":""0.000003667"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""10.7"",""ts"":""1788122392377""}"
2026-08-30T20:39:54.870843Z,1788122393935,GRVT-USDT-SWAP,sell,long,137,0.17542,"{""bkLoss"":""0"",""bkPx"":""0.17542"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""137"",""ts"":""1788122393935""}"
2026-08-30T20:39:55.477666Z,1788122394298,LAB-USDT-SWAP,sell,long,693.3,0.07972,"{""bkLoss"":""0"",""bkPx"":""0.07972"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""693.3"",""ts"":""1788122394298""}"
2026-08-30T20:39:55.797666Z,1788122394720,MAGIC-USDT-SWAP,sell,long,5421,0.04731,"{""bkLoss"":""0"",""bkPx"":""0.04731"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""5421"",""ts"":""1788122394720""}"
2026-08-30T20:39:56.224930Z,1788122395233,LAB-USDT-SWAP,sell,long,126.2,0.0797,"{""bkLoss"":""0"",""bkPx"":""0.0797"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""126.2"",""ts"":""1788122395233""}"
2026-08-30T20:39:57.213954Z,1788122396190,LAB-USDT-SWAP,sell,long,2134.4,0.07964,"{""bkLoss"":""0"",""bkPx"":""0.07964"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""2134.4"",""ts"":""1788122396190""}"
2026-08-30T20:40:04.103070Z,1788122403163,AUCTION-USDT-SWAP,sell,long,549,3.915,"{""bkLoss"":""0"",""bkPx"":""3.915"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""549"",""ts"":""1788122403163""}"
2026-08-30T20:40:08.741171Z,1788122407671,HYPE-USDT-SWAP,sell,long,1,81.768,"{""bkLoss"":""0"",""bkPx"":""81.768"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""1"",""ts"":""1788122407671""}"
2026-08-30T20:40:08.763928Z,1788122408027,HYPE-USDT-SWAP,sell,long,19,81.716,"{""bkLoss"":""0"",""bkPx"":""81.716"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""19"",""ts"":""1788122408027""}"
2026-08-30T20:40:09.902492Z,1788122408939,XPL-USDT-SWAP,sell,long,1119,0.08738,"{""bkLoss"":""0"",""bkPx"":""0.08738"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""1119"",""ts"":""1788122408939""}"
2026-08-30T20:40:12.558122Z,1788122411640,SOL-USDT-SWAP,sell,long,0.01,104.88,"{""bkLoss"":""0"",""bkPx"":""104.88"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""0.01"",""ts"":""1788122411640""}"
2026-08-30T20:40:12.561456Z,1788122411664,BICO-USDT-SWAP,sell,long,944,0.02185,"{""bkLoss"":""0"",""bkPx"":""0.02185"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""944"",""ts"":""1788122411664""}"
2026-08-30T20:40:12.565811Z,1788122411664,BTC-USDT-SWAP,sell,long,0.49,78629.9,"{""bkLoss"":""0"",""bkPx"":""78629.9"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""0.49"",""ts"":""1788122411664""}"
2026-08-30T20:40:12.571242Z,1788122411667,XRP-USDT-SWAP,sell,long,500.29,1.3976,"{""bkLoss"":""0"",""bkPx"":""1.3976"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""500.29"",""ts"":""1788122411667""}"
2026-08-30T20:40:12.574978Z,1788122411669,PEOPLE-USDT-SWAP,sell,long,200,0.007907,"{""bkLoss"":""0"",""bkPx"":""0.007907"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""200"",""ts"":""1788122411669""}"
2026-08-30T20:40:12.581494Z,1788122411730,ETH-USDT-SWAP,sell,long,5.8,2492.56,"{""bkLoss"":""0"",""bkPx"":""2492.56"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""5.8"",""ts"":""1788122411730""}"
2026-08-30T20:40:12.584413Z,1788122411730,FIL-USDT-SWAP,sell,long,5600,0.6814,"{""bkLoss"":""0"",""bkPx"":""0.6814"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""5600"",""ts"":""1788122411730""}"
2026-08-30T20:40:13.131651Z,1788122411243,SHIB-USDT-SWAP,sell,long,582,0.000005133,"{""bkLoss"":""0"",""bkPx"":""0.000005133"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""582"",""ts"":""1788122411243""}"
2026-08-30T20:40:13.563759Z,1788122411853,DOGE-USDT-SWAP,sell,long,8.15,0.08516,"{""bkLoss"":""0"",""bkPx"":""0.08516"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""8.15"",""ts"":""1788122411853""}"
2026-08-30T20:40:13.565247Z,1788122411866,GRVT-USDT-SWAP,sell,long,1770,0.17525,"{""bkLoss"":""0"",""bkPx"":""0.17525"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""1770"",""ts"":""1788122411866""}"
2026-08-30T20:40:13.579633Z,1788122411869,TRUMP-USDT-SWAP,sell,long,4944,2.506,"{""bkLoss"":""0"",""bkPx"":""2.506"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""4944"",""ts"":""1788122411869""}"
2026-08-30T20:40:13.582884Z,1788122411869,FLOKI-USDT-SWAP,sell,long,225,0.0000251,"{""bkLoss"":""0"",""bkPx"":""0.0000251"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""225"",""ts"":""1788122411869""}"
2026-08-30T20:40:13.610638Z,1788122411594,HYPE-USDT-SWAP,sell,long,4,81.697,"{""bkLoss"":""0"",""bkPx"":""81.697"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""4"",""ts"":""1788122411594""}"
2026-08-30T20:40:13.613075Z,1788122411541,BARD-USDT-SWAP,sell,long,15,0.1288,"{""bkLoss"":""0"",""bkPx"":""0.1288"",""ccy"":"""",""posSide"":""long"",""side"":""sell"",""sz"":""15"",""ts"":""1788122411541""}"
